Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Year,MA_5,MA_20,MA_60
2017-12-15,154.740005,154.949997,151.71000700000005,152.330002,152.330002,21521900,,2017,,,
2017-12-16,154.309998,155.369995,153.899994,155.229996,155.229996,18124300,1.9037576064628414,2017,,,
2017-12-19,155.479996,155.860001,154.360001,154.869995,154.869995,12547200,-0.23191458434361767,2017,,,
2017-12-20,156.820007,157.429993,156.580002,156.979996,156.979996,9136300,1.3624336980187834,2017,,,
2017-12-21,156.979996,157.529999,156.130005,157.160004,157.160004,11996100,0.11466938755686495,2017,155.3139986,,
2017-12-22,156.350006,156.800003,155.330002,156.03999299999995,156.03999299999995,9888400,-0.7126565102403726,2017,156.05599679999997,,
2017-12-23,156.350006,156.490005,155.820007,156.309998,156.309998,3565100,0.17303576782399244,2017,156.2719972,,
2017-12-27,155.080002,155.550003,154.53999299999995,154.910004,154.910004,4918600,-0.8956522410038192,2017,156.279999,,
2017-12-28,154.050003,154.259995,150.660004,151.029999,151.029999,16436100,-2.504683299859689,2017,155.0899996,,
2017-12-29,149.089996,150.720001,148.270004,150.339996,150.339996,19812200,-0.4568648643108242,2017,153.725998,,
2017-12-30,152.139999,153.75,151.78999299999995,151.990005,151.990005,10852700,1.0975183210727213,2017,152.9160004,,
2018-01-03,154.759995,156.300003,154.550003,155.919998,155.919998,13385800,2.5856917367691468,2018,152.8380004,,
2018-01-04,155.429993,157.380005,155.339996,156.71000700000005,156.71000700000005,11549700,0.5066758659143078,2018,153.198001,,
2018-01-05,155.369995,158.029999,155.25,157.779999,157.779999,11621600,0.6827847311626778,2018,154.54800100000003,,
2018-01-06,158.589996,158.630005,156.380005,157.199997,157.199997,9790500,-0.3676017262492226,2018,155.9200012,,
2018-01-09,157.360001,157.589996,156.190002,156.5,156.5,8771900,-0.4452907209661072,2018,156.8220002,,
2018-01-10,158.970001,159.470001,158.470001,158.639999,158.639999,8371400,1.3674115015974264,2018,157.36600040000002,,
2018-01-11,159.339996,160.050003,158.910004,159.669998,159.669998,7968500,0.6492681584043591,2018,157.9579986,,
2018-01-12,161.020004,161.619995,159.830002,160.380005,160.380005,8602500,0.44467151555924733,2018,158.4779998,,
2018-01-13,159.320007,159.589996,158.009995,159.259995,159.259995,8910300,-0.6983476525019516,2018,158.8899994,155.9624993,
2018-01-17,161.169998,161.649994,160.419998,160.5,160.5,8313300,0.7786041937273724,2018,159.68999939999998,156.37099919999997,
2018-01-18,159.940002,161.639999,159.679993,161.600006,161.600006,9341200,0.6853619937694733,2018,160.28200080000002,156.6894997,
2018-01-19,160.96000700000005,161.449997,160.330002,161.220001,161.220001,8114200,-0.2351516001800169,2018,160.59200140000002,157.007,
2018-01-20,160.5,162.089996,160.0,162.070007,162.070007,11616700,0.5272335905766479,2018,160.93000179999999,157.26150055,
2018-01-23,162.320007,163.470001,162.320007,163.160004,163.160004,8832100,0.6725470185239057,2018,161.7100036,157.56150055,
2018-01-24,161.809998,162.369995,161.529999,162.009995,162.009995,7502100,-0.7048351138799869,2018,162.0120026,157.86000065000002,
2018-01-25,161.070007,166.550003,160.28999299999995,166.419998,166.419998,28957700,2.722056129931971,2018,162.976001,158.36550065,
2018-01-27,167.440002,169.0,167.410004,168.970001,168.970001,13030100,1.5322695773617223,2018,164.526001,159.0685005,
2018-01-30,168.190002,168.53999299999995,167.740005,168.029999,168.029999,8438000,-0.5563129516700349,2018,165.7179994,159.9185005,
2018-01-31,169.770004,169.860001,167.720001,169.309998,169.309998,11192500,0.7617681411757893,2018,166.9479982,160.8670006,
2018-02-01,169.75,170.179993,169.080002,169.559998,169.559998,7734200,0.14765814361417107,2018,168.45799879999998,161.74550025,
2018-02-02,169.96000700000005,171.229996,169.679993,171.050003,171.050003,11509600,0.8787479461989545,2018,169.3839998,162.5020005,
2018-02-03,169.880005,170.139999,167.509995,167.639999,167.639999,23355300,-1.9935714353656042,2018,169.1179994,163.0485001,
2018-02-06,166.96000700000005,167.679993,166.610001,167.179993,167.179993,8807400,-0.27440109922691747,2018,168.94799819999997,163.5184998,
2018-02-07,167.380005,170.089996,167.149994,169.699997,169.699997,11614300,1.507359795140073,2018,169.02599800000002,164.1434998,
2018-02-08,169.259995,169.96000700000005,167.5,168.5,168.5,10655500,-0.7071284744925466,2018,168.8139984,164.7434998,
2018-02-09,170.009995,170.369995,167.669998,168.020004,168.020004,16085200,-0.2848640949554948,2018,168.2079986,165.21250005,
2018-02-10,166.490005,167.639999,166.330002,167.139999,167.139999,10326800,-0.5237501363230646,2018,168.1079986,165.5860001,
2018-02-13,167.330002,167.940002,166.740005,167.509995,167.509995,7088900,0.22136891361355104,2018,168.173999,165.9424996,
2018-02-14,167.649994,167.929993,166.419998,167.119995,167.119995,7862500,-0.23282192802883683,2018,167.65799859999998,166.3354996,
2018-02-15,168.630005,168.75,167.190002,168.110001,168.110001,11638500,0.5923923106867068,2018,167.5799988,166.71599965000001,
2018-02-16,166.330002,168.139999,166.169998,168.0,168.0,10734000,-0.06543394167252137,2018,167.575998,167.03599935,
2018-02-17,168.28999299999995,168.330002,166.869995,167.350006,167.350006,7286900,-0.38690119047618543,2018,167.6179994,167.3424996,
2018-02-21,169.649994,171.070007,169.589996,171.020004,171.020004,13611200,2.1930073907496572,2018,168.3200012,167.78999945,
2018-02-22,170.399994,173.169998,170.190002,172.940002,172.940002,16676500,1.1226745147310258,2018,169.4840026,168.27899935,
2018-02-23,172.690002,173.770004,172.279999,173.020004,173.020004,11654200,0.046259974022677675,2018,170.4660032,168.82949979999998,
2018-02-24,172.630005,173.03999299999995,172.0,172.229996,172.229996,9293700,-0.4565992265264329,2018,171.31200239999998,169.1199997,
2018-02-27,172.139999,172.919998,171.580002,171.699997,171.699997,7340900,-0.3077274646165584,2018,172.18200059999998,169.2564995,
2018-02-28,172.839996,174.0,172.600006,173.490005,173.490005,12413000,1.0425206938122322,2018,172.6760008,169.5294998,
2018-03-01,166.100006,167.720001,165.75,166.610001,166.610001,19200700,-3.965648626271001,2018,171.41000060000002,169.39449995,
2018-03-02,166.229996,166.830002,165.630005,166.339996,166.339996,9298100,-0.162058098781237,2018,170.07399900000001,169.23349985,
2018-03-05,165.770004,165.910004,164.550003,165.649994,165.649994,12071400,-0.4148142458774706,2018,168.7579986,168.9634994,
2018-03-06,162.149994,162.809998,161.779999,162.699997,162.699997,15533200,-1.7808615193792288,2018,166.9579986,168.71649929999998,
2018-03-07,162.759995,164.020004,162.509995,163.630005,163.630005,9553300,0.5716091070364415,2018,164.9859986,168.5389999,
2018-03-08,164.740005,165.550003,164.050003,165.279999,165.279999,8858200,1.0083688501995702,2018,164.71999820000002,168.318,
2018-03-09,163.639999,166.570007,163.25,166.380005,166.380005,13698200,0.6655409043171634,2018,164.728,168.21200025000002,
2018-03-12,165.330002,165.580002,164.399994,165.070007,165.070007,6523800,-0.787353023579973,2018,164.6120026,168.0645004,
2018-03-13,163.940002,165.410004,161.429993,162.300003,162.300003,20047000,-1.6780783198246274,2018,164.5320038,167.8225006,
2018-03-14,159.610001,160.580002,158.800003,159.570007,159.570007,28822100,-1.682067744632143,2018,163.7200042,167.4255012,
